CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH
358cf31857f02ea7d051df1c1f3a1cece4f6023a203fc2de0b19dc18c0f5bdc93eb213c764d56008e5fc91f65c57179a913cb852c386edd0c2d09281070ccc23,2019-06-19 16:48:00,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3,W,TERMINAL ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,6
ae7c13955bb4b07765fcf96d312bdf51681c5b10b8f6f7e1624bf696b1be8c398709ac5179e58546e8d6ac15679f904daa2143b1a7a527b5554529de4b7f3cb5,2023-03-01 00:02:00,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",WEATHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5946,W,HIGGINS AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,4,3
61186e6e618f6710f2481cc8bd4604b6edea063b2c0e64b3c40afabb771c02c249ed6559486a7304b74bc0a165d726a38e7b7ddc1bb64e5a1cfe3782b0b97939,2019-05-18 01:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5204,S,WASHTENAW AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,7,5
3f819de2f1fdf1eb6e0b26e75a76a01698f311e6bc64cc380262eb3cd83db8e467ae961fb8baf041038580c57d7ec9a094688ca05dd8098548c6740938b9f802,2017-04-03 08:06:00,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6317,S,ELLIS AVE,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,2,4
cba0fe3fcff96c30d3cbe36508b6e1a74ad3d07b6764d46e080badb7bde72aae72b50c4d4d7dc08accd6641af0fd40b10a0796d9e1cc4fa97b9df5b88fecf6c0,2021-01-23 06:55:00,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,1002,W,NORTH AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,7,1
805a18194e872788c965a3c95099105bb28bed5109b881922e94050412d4e985647de30984d8d6736c1989688d717ecb92ecf13c2e0984b7e265e06661fed9be,2019-12-13 21:00:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,201,E,RANDOLPH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,6,12
2948f41adaf9f121fa1144c795f3ee4233e142d3e4c96ccfe745c6c1e50f1f2ffedfe33335dbb98fb796fb03de752e65a9234d1c2edeba02706a8453a6477142,2017-11-04 16:30:00,20,NO CONTROLS,NO CONTROLS,RAIN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2306,N,MANGO AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,7,11
e5ed7efeb847fcdfb09ae668e0f18ca641ed1f26b3bf8d09f3db1b0bb7573974e7ee1febb192ca79b5b1310933ff250ab343efd26c5427c164bb137241dc60d6,2018-06-20 11:47:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,111,W,LOWER WACKER DR,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,4,6
c82c8dd53707a69f4e44b3132a8bcc66e60987a5250ee5478cf71dc428d5ddb8fd5c95c221eb203456cf3996467aa3f4ef30e5fd796795ab251052bde93bc2b6,2020-12-24 20:50:00,30,OTHER,OTHER,SNOW,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,IMPROPER LANE USAGE,300,E,MARQUETTE RD,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,5,12
a893ee934e41318e40264badb5545c16883a0cadeb2aba87fc8f0160037663f0ad716c08e08d3d6be867e0c5a651fde7ac3cab0c1d20f5ac97b4adc7b1564f5b,2017-05-12 16:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,7573,N,FRANCISCO AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,6,5
bf0b3b5791dfd56119b10bfef0c92a9bc212a19414debddd44db7859d92b3727a4eececa5cbda5bdf9ee85679cdabab78915c982d18bbe4536af3ad465800bbe,2022-03-17 15:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6700,S,INDIANA AVE,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15,5,3
c3c97903a8181a93e481abff40acd34996229f025077fe4e46c66dd4630e3ac0639ed4d40c7277ae104acbaf9f86efd24958951bff7ea1f28384c18997c4d0e7,2022-02-01 17:56:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,WEATHER,5600,N,LINCOLN AVE,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,3,2
725916689c7564fa7a7011175475853d5db0808f09b44f7ae9a65cb77fbbebaf9f1dea01d6b6d04f7f63a92b258b32e45c2b2470a11da64483179b573e9f019c,2020-11-22 14:35:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,3320,W,BELMONT AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,1,11
56c17438837ffe1d1a7abe805b7c7b3b2d93224f51add71cfa1289d5296512827ed361df57f5d05f4d0cda41320c43aabd8c122d9ff9b616225ca41d10f3d11a,2017-04-25 17:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",IMPROPER LANE USAGE,IMPROPER LANE USAGE,6900,S,SOUTH SHORE DR,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,3,4
67a4c1cae15e056b6895dbdca3931d06a9ffb28afb5fa8c1d3d7f31e1d3889c2c7479ebd91f2132657d458e580ba78dad2b601ef3dd0b6354b00f807389e5627,2016-11-30 10:08:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,5602,W,FLOURNOY ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10,4,11
f23369e7052d00a484b7007c577d405c38ad11ce78126174b7cc4dd9fbbdeef88519bbbe64735092201f2fdca070f8a16940ba25cf99a72281c4265e4318887c,2021-06-15 21:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4212,N,KEELER AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,3,6
ef56ae31019fb9e13980ab74f7f93e65eda40bd81225ce73347471a91d7aa6d819c41bab896ddeeb82e45260d37476610e2f552378e41f987a4bcef0472b1e7a,2023-09-04 18:57:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2958,W,NORTH AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,2,9
b7c8572c4f80499909c92e055042a2fb336613a1eb2c8c7d6ba7cdf37934d5e6451b3dd843df578f3e59ecfc050fb158b9938c36fc9f22e17afe446795c9c087,2021-11-26 17:50:00,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,2329,W,CHASE AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,6,11
9f0b90b62c594d377c86c644a06a0d7e936b822a8cc29006f72410c49a94b7a5571eb6adb463851bf7810a554103d1784a952f9a0dc3b462243178c88eb597dd,2023-12-11 11:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6900,S,PERRY AVE,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,3.0,0.0,11,2,12
08e16f22bad07e7735ca2eee900dc47f7b624fa1974fbd704efa51fb3a8943d701c20b110b491bbbe3960a427bd719f98c9af122e4385ec47b84ce51c96c2305,2020-05-11 15:00:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ALLEY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4140,W,ROOSEVELT RD,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,2,5
71aed63973e6172d4cb348cea3e67a05ce84a9877f611ce4008a61605027ea90dd121ed00e8d63dd0f315c1d52aaa31907007d7c755c9bdaac43c8fa33bf3487,2018-12-01 17:15:00,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,301,E,GARFIELD BLVD,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17,7,12
fced7b01e37fdc0c6b3b8750cd306871fedb2cb753e42115c487a231ce3817cb62e024ff1a16daf7fb26d275dd93f73e2ae2d7c15221311836ae0a76e92f8a2d,2023-05-31 10:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1325,N,STATE PKWY,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10,4,5
bed71446148e452e52ddcb93f8fc8554d5acfdfce8dca10c81c2575fc407b8d14d20537f6523fd702736120b61efe6e009d2f31b011f512bb9d7d6a132934d11,2023-03-21 09:00:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3935,W,DIVISION ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,3,3
e4b2de0c672e9ea2a164bccdcd61087b68984bc70252750940894836337fa4d9420ec8ceff9ab27dfb79e6e97592bcf0da8a2e21c2546d74815715f4ef087a99,2021-04-01 21:04:00,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,$500 OR LESS,FOLLOWING TOO CLOSELY,DISTRACTION - FROM INSIDE VEHICLE,6500,S,COAST GUARD DR,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21,5,4
105d3316dc38a857b2a3d92e1e033e6f36e4c9b7e70a10840fc2a1b833fc25edcfd82fd39b18fd0dd0b447d3d2e138cf7f9c3cfc11535bc2d590b355e327ef72,2019-10-11 03:21:00,25,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,"CURVE, LEVEL",WET,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",IMPROPER LANE USAGE,WEATHER,1100,N,LAKE SHORE DR SB,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,6,10
ef354783639157c5511c1e47bf05aedf10ef04464aa720f30f3ce5d06dac3c8cac58f1c9049fa47ac9574e661f043d6392afad3b282fc9207bf2e7bb50539696,2022-12-20 12:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,1805,N,CAMPBELL AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,3,12
9539dd59e5380d04cf355ab30bb15a23b18ca5ee8662f75b089348b5d5d75bb6bd0a5a26dc0804dc81db02c30854094ac247b52fabb6b87f6b9d86bf112494a2,2017-10-29 05:00:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,5514,W,ALTGELD ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1,10
78addacb4fe915f2807c26d6ff0184d5f7777e5ccb3b97653c62eefcb8007cbb2e65c1be9d7c703645d85009eb5e3d15b7d3feb0de3e8935f262cd807d0bf3f3,2023-09-27 13:41:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,9245,S,ASHLAND AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,4,9
6d5b9d9f8a54fcbda38e057b02bdea2b7f922b43d59582489c2de85cc9a4330591108af5dd9a12c0467e7d13234f927d35419fee788edfe44cf75e8b468e1a46,2017-11-22 13:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,3414,W,AINSLIE ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,4,11
888f8a702ae7750a80cf6ff5045839e8213891546a3912b458c8588bf5565772dd785efede7b6e6c191c7434c286571c4eaa224b4e0a2ff7cb6ae8cbecd59586,2020-02-10 11:45:00,30,STOP SIGN/FLASHER,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,10800,S,AVENUE O,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,2,2
5810dcdadc7862cb79bf571e7bed8a26b0f06b40f4afe269a9276878728584d6bca04fe1e3dc4e37990d7510e038b8527a0b1282c4e221fd58a8387442e304e6,2023-09-15 12:35:00,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR END,RAMP,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4000,N,LAKE SHORE DR SB,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,6,9
0514b38f360e6362a779927524112fa74f5b8ea67c8951b99d31bd34b00743338db70022067174a4b0876b502b11220c8724ece26d7309ac965083c3f15f99a4,2020-11-18 11:00:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2701,N,OAK PARK AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,4,11
7124b1a9a4273ce5c8aad4708c50aff4a029b13b9b39be7b11c8436ead4b49e78d4d466dace3aafc39131dcf0fa7cf0592eadf50c3596ba3fba5ae16c28bf0db,2016-04-10 02:49:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,400,E,75TH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,4
5b5fafe855310e6214086c41780cdcfd2a9d4205a101058c63face600ad4d91960c2d443b869be294ececce28a1a12dbc9c3e68bf06575906df3d46e4ba274b9,2022-02-17 14:46:00,30,NO CONTROLS,NO CONTROLS,SNOW,DUSK,FIXED OBJECT,RAMP,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",WEATHER,NOT APPLICABLE,199,W,27TH ST,1,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,0.0,0.0,14,5,2
6affdfd8e696f24407a79bf85b4ac178a0d49749ee8043a5b270f0f5635ecc83247d6c54427f910456979ea14f49704938b78d431b60c88c1467692b6fc9d691,2019-05-31 12:30:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,IMPROPER BACKING,NOT APPLICABLE,1546,N,HOYNE AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,6,5
7e89ff7d48d17eae992e562341dd53eedcc4d3171779d79e31742d8267eb912f7738d0842318b5739c6e2f13a6ddef5b12b95d437f85e976e8a188a1efef62fd,2022-08-13 17:30:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,100,E,GRAND AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,7,8
f5b37aaaa9fbd1a976f19524b4e7b621b02ee24e0226cf7b85dee32bb4c608d90693d3fe1d088828955f44915661292409b22516b98b8ace24519c7320054e57,2019-10-11 13:40:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER OVERTAKING/PASSING,211,S,MICHIGAN AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,6,10
75d58001e470751b7f601124a5639ba31e2f533aa69109396bd40d0c4ab022a907f1b672a901e2b5a90ed89373c24b3651d43267c1c8b02e4bc790ac24f6c454,2023-12-10 00:34:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,333,W,HUBBARD ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,12
b070d80ade93e62f7b86d7d16a61d91390e6e4cd32dcda82d4d9df226e8815445299ae9c1abf2602d5978819a86b278ac286f854d744b40f31769ccc621c1c87,2020-08-29 14:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3927,N,HARLEM AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,7,8
8b106e1b3b1724700574010a9397df69899367512bae2378ff30e22249a9e7f75712ab0b21b6a84e120f5fc3433c42ad643eef3ed94b6e74d2fb153ceac47c07,2023-05-15 04:33:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1998,W,IRVING PARK RD,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4,2,5
064fd4aafb99921a4d4fbce5c7b6a2fb92f9749028b53b58721bcef268629a273bab1d54f401afb993868b01ed79e6dbf3a7ec411552cdf271e3108b8addf4a5,2017-11-17 06:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FOLLOWING TOO CLOSELY,PHYSICAL CONDITION OF DRIVER,3041,W,59TH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,6,11
9fe53ceceaeebbdcb5d99a424bb960e0b8bd62c811de3cbc94a83e9eef15353923e4bca6b64dc88a661aabffc6bbb8fd0bb4fc73a83e32205f8374a5dfd3f610,2022-07-01 17:30:00,35,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5200,N,MILWAUKEE AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,6,7
f94f765db5394dd72e9a60200b0366768bbb8dced45fc38f601a956724792621cd66bf4782865a9e40265fc95c8d069956ac9bc51181327ffc8571b163a9f117,2024-03-20 16:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,5164,W,MONTROSE AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,3
